,0
0,"{'132', '77', '114', '57', '151', '90', '128', '145', '198', '95', '186', '59', '53', '103', '142', '166', '89', '194', '82', '22', '113', '35', '102', '70', '171', '150', '17', '31', '14', '99', '0', '184', '47', '60', '141', '155', '39', '149', '85', '26', '153', '1', '118', '3', '144', '54', '195', '97', '135', '30', '37', '91', '88', '28', '32', '188', '2', '163', '165', '172', '136', '68', '48', '51', '147', '49', '197', '167', '120', '74', '10', '111', '121', '170', '152', '137', '190', '79', '182', '20', '133', '134', '138', '56', '160', '71', '83', '100', '107', '119', '164', '8', '25', '104', '127', '123', '66', '9', '96', '109', '73', '192', '45', '27', '46', '36', '63', '158', '72', '44', '193', '21', '157', '177', '189', '15', '126', '78', '7', '105', '62', '18', '178', '6', '115', '124', '187', '65', '43', '173', '5', '19', '61', '116', '55', '125', '175', '122', '40', '101', '12', '154', '98', '146', '94', '92', '130', '38', '75', '140', '13', '87', '196', '131', '180', '52', '80', '159', '148', '129', '81', '34', '33', '108', '117', '41', '58', '4', '11', '162', '112', '64', '168', '16', '181', '106', '23', '174', '143', '179', '29', '76', '191', '67', '86', '84', '161', '42', '110', '176', '169', '156', '93', '50', '139', '183', '69', '24', '199', '185'}"
137,"{'128', '137', '141', '125', '149', '122', '136', '134', '129'}"
